sale_id,customer_name,product_name,sale_amount,sale_date,region,sales_rep
109,Mike O'Connor,Samsung Galaxy S23,776.0415647759773,2023-11-04,West,Carol D.
110,John Smith,Dell XPS 13,520.0600193229784,2023-12-23,West,Bob S.
111,John Smith,IPHONE 14 PRO,1086.3883867904835,2023-05-26,east,Bob S.
112,david.wilson@email.com,samsung galaxy s23,916.3118436943471,2023-04-26,North,Carol D.
113,Mike O'Connor,Galaxy S23,1124.8063005109548,2023-06-12,North,Bob S.
114,jane doe,Dell XPS 13,1230.4395763253071,2023-02-13,West,Carol D.
115,nan,iPhone 14 Pro,1153.468278726121,2023-03-10,east,Alice J.
116,jane doe,IPHONE 14 PRO,1200.2934990079034,2023-09-05,North,Carol D.
117,  Alice Brown  ,Samsung Galaxy S23,826.4689005689595,2023-12-24,West,Carol D.
118,Carol Davis-Wilson,Galaxy S23,787.3041839667648,2023-02-20,West,Bob S.
119,nan,samsung galaxy s23,,2023-06-03,east,Carol D.
120,Carol Davis-Wilson,Samsung Galaxy S23,181.07903690462592,2023-03-15,West,Alice J.
121,  Alice Brown  ,iphone 14 pro,740.2316527773523,2023-01-29,east,Bob S.
122,John Smith,DELL XPS 13,1094.432149118964,2023-10-26,West,Bob S.
123,jane doe,Samsung Galaxy S23,925.4172517510096,2023-07-25,North,Carol D.
124,jane doe,IPHONE 14 PRO,545.3032071411048,2023-02-10,West,Alice J.
125,Mike O'Connor,Samsung Galaxy S23,358.67419187931483,2023-09-08,SOUTH,Bob S.
126,John Smith,DELL XPS 13,918.6766773243819,2023-02-19,SOUTH,Bob S.
127,BOB JOHNSON,DELL XPS 13,760.6274533038569,2023-11-26,SOUTH,Carol D.
128,jane doe,IPHONE 14 PRO,939.1321308735288,2024-01-04,SOUTH,Carol D.
129,John Smith,iphone 14 pro,590.6807128302761,2024-01-18,North,Carol D.
130,,Samsung Galaxy S23,,2023-05-07,West,Bob S.
131,  Alice Brown  ,Galaxy S23,248.2095004311327,2023-08-30,West,Bob S.
132,nan,Dell XPS 13,862.9008052846236,2023-07-12,West,Carol D.
133,John Smith,Samsung Galaxy S23,1437.9687961876516,2023-02-07,North,Carol D.
134,Carol Davis-Wilson,iPhone 14 Pro,,2023-02-07,North,Alice J.
135,jane doe,IPHONE 14 PRO,673.5564212394663,2023-04-08,SOUTH,Carol D.
136,Carol Davis-Wilson,Samsung Galaxy S23,1190.128626829378,2024-03-11,SOUTH,Bob S.
137,Mike O'Connor,IPHONE 14 PRO,556.1356476069471,2023-10-18,West,Carol D.
138,John Smith,iphone 14 pro,1369.308127681663,2023-05-30,West,Alice J.
139,nan,DELL XPS 13,1432.3376965386997,2023-06-27,SOUTH,Alice J.
140,BOB JOHNSON,Dell xps 13,1058.9379791481592,2023-07-26,east,Carol D.
141,Carol Davis-Wilson,Dell XPS 13,948.3731018659901,2023-02-06,SOUTH,Carol D.
142,david.wilson@email.com,DELL XPS 13,774.5722937099823,2023-10-08,North,Bob S.
143,BOB JOHNSON,iPhone 14 Pro,1015.6787282512264,2023-04-14,West,Bob S.
144,Carol Davis-Wilson,DELL XPS 13,960.1467019401762,2023-07-15,North,Alice J.
145,jane doe,Samsung Galaxy S23,,2024-01-25,West,Carol D.
146,John Smith,DELL XPS 13,630.9987516146148,2023-08-24,North,Carol D.
147,BOB JOHNSON,Dell XPS 13,1093.4505172487598,2023-09-06,SOUTH,Carol D.
148,Mike O'Connor,samsung galaxy s23,1011.2548141008871,2024-03-28,North,Bob S.
149,david.wilson@email.com,Galaxy S23,896.1084425660406,2023-10-25,SOUTH,Carol D.
150,,iphone 14 pro,521.3188159195681,2024-01-18,east,Carol D.
151,John Smith,Dell xps 13,522.6822719478762,,West,Carol D.
152,,iPhone 14 Pro,856.7220055287291,2024-01-14,North,Carol D.
153,Carol Davis-Wilson,Galaxy S23,958.2307113706767,2023-09-10,SOUTH,Bob S.
154,Carol Davis-Wilson,Galaxy S23,1061.1381287636425,2023-04-23,West,Alice J.
155,jane doe,Samsung Galaxy S23,461.704246379247,2023-08-07,North,Carol D.
156,BOB JOHNSON,iphone 14 pro,1201.3074808486497,2024-03-06,SOUTH,Carol D.
157,John Smith,iphone 14 pro,840.7846685154076,2024-01-31,West,Carol D.
158,david.wilson@email.com,iphone 14 pro,370.9828947198144,2024-01-31,SOUTH,Carol D.
159,Carol Davis-Wilson,samsung galaxy s23,1056.8945391272828,2024-01-04,West,Bob S.
160,jane doe,DELL XPS 13,601.5778627726005,2023-07-06,east,Carol D.
161,John Smith,Samsung Galaxy S23,656.0690982537724,2023-08-12,West,Bob S.
162,  Alice Brown  ,iPhone 14 Pro,750.4853335499885,2023-09-02,east,Carol D.
163,nan,samsung galaxy s23,848.4017898681421,2023-02-08,West,Bob S.
164,,DELL XPS 13,711.8020181163788,2024-01-13,West,Carol D.
165,jane doe,IPHONE 14 PRO,268.058663305383,2023-07-21,West,Bob S.
166,david.wilson@email.com,IPHONE 14 PRO,739.9297085928066,2023-09-04,east,Alice J.
167,david.wilson@email.com,Dell xps 13,140.29483092956173,2023-05-30,east,Carol D.
168,,Dell xps 13,,2023-04-23,North,Carol D.
169,nan,iphone 14 pro,866.815515250957,2023-03-06,North,Carol D.
170,nan,Dell XPS 13,627.6654604731725,2023-12-31,east,Carol D.
171,,samsung galaxy s23,687.8907093939379,2023-08-14,east,Carol D.
172,BOB JOHNSON,IPHONE 14 PRO,474.0308648722049,2023-11-25,SOUTH,Carol D.
173,jane doe,Galaxy S23,1328.5159150162485,2023-09-15,SOUTH,Alice J.
174,jane doe,DELL XPS 13,840.8403916145196,2023-08-28,east,Carol D.
175,,IPHONE 14 PRO,1069.0308363716506,2023-09-23,east,Carol D.
176,jane doe,DELL XPS 13,735.7578182222479,2023-09-11,east,Alice J.
177,  Alice Brown  ,IPHONE 14 PRO,434.04108123561997,2023-06-03,east,Alice J.
178,,iPhone 14 Pro,632.2614938057764,2023-01-04,SOUTH,Carol D.
179,Mike O'Connor,IPHONE 14 PRO,679.7205358348609,2023-08-23,east,Carol D.
180,John Smith,iPhone 14 Pro,344.1056352213468,2023-09-29,SOUTH,Alice J.
181,John Smith,samsung galaxy s23,270.2732776579071,2023-11-07,West,Bob S.
182,nan,iphone 14 pro,920.0526950310368,2023-09-21,North,Bob S.
183,jane doe,samsung galaxy s23,949.3243214851956,2023-05-28,West,Alice J.
184,John Smith,iphone 14 pro,148.95023409902888,2023-09-07,North,Bob S.
185,John Smith,iphone 14 pro,806.062962794399,2024-02-17,east,Bob S.
186,John Smith,Dell xps 13,1021.4290202267338,2023-10-18,east,Bob S.
187,nan,iPhone 14 Pro,1085.2797102629625,2023-02-26,West,Carol D.
188,nan,DELL XPS 13,852.3842870802013,2023-06-20,North,Alice J.
189,,Dell XPS 13,948.2138591948427,2023-07-13,West,Bob S.
190,  Alice Brown  ,samsung galaxy s23,553.2207891976815,2023-02-06,east,Bob S.
191,Carol Davis-Wilson,DELL XPS 13,666.5891248087917,2023-10-31,SOUTH,Alice J.
192,jane doe,Galaxy S23,1184.1306891917488,2023-05-14,SOUTH,Carol D.
193,BOB JOHNSON,IPHONE 14 PRO,826.364761170962,2023-01-19,SOUTH,Carol D.
194,nan,Samsung Galaxy S23,672.9901152559343,2023-01-27,North,Carol D.
195,Mike O'Connor,samsung galaxy s23,,2023-01-13,SOUTH,Bob S.
196,jane doe,DELL XPS 13,453.69601152388327,2023-12-12,West,Alice J.
197,jane doe,Dell XPS 13,559.7018208666707,2023-12-20,North,Alice J.
198,BOB JOHNSON,iPhone 14 Pro,415.3962768370566,2023-02-26,east,Alice J.
199,BOB JOHNSON,iphone 14 pro,1339.081105707313,2023-06-08,SOUTH,Bob S.
200,jane doe,Dell XPS 13,815.9384153349507,2023-05-06,east,Bob S.
201,,Dell XPS 13,644.6136532689404,,east,Bob S.
202,nan,iphone 14 pro,679.1988808477283,2023-09-30,east,Carol D.
203,,samsung galaxy s23,697.0690977024722,2024-03-08,West,Bob S.
204,  Alice Brown  ,Dell XPS 13,1263.0417223631944,2023-02-21,West,Bob S.
205,jane doe,Dell xps 13,603.3190139277974,2023-03-16,North,Alice J.
206,,samsung galaxy s23,676.9959286358687,2023-11-08,east,Carol D.
207,Carol Davis-Wilson,iphone 14 pro,360.90338616105936,2023-09-16,North,Bob S.
208,,iphone 14 pro,,2023-01-28,SOUTH,Carol D.
209,jane doe,Dell xps 13,841.4411543344021,2023-12-30,east,Carol D.
210,  Alice Brown  ,iPhone 14 Pro,839.978092368878,2024-02-04,West,Carol D.
211,,DELL XPS 13,669.4402936100236,2024-01-21,SOUTH,Bob S.
212,nan,samsung galaxy s23,588.7182075246503,2023-04-15,east,Alice J.
213,John Smith,samsung galaxy s23,1086.4215264107436,2024-01-11,east,Carol D.
214,Carol Davis-Wilson,iPhone 14 Pro,1023.9545621688126,2023-08-26,SOUTH,Carol D.
215,  Alice Brown  ,IPHONE 14 PRO,,2023-11-20,West,Alice J.
216,  Alice Brown  ,DELL XPS 13,865.8837818054936,2023-02-14,West,Alice J.
217,Carol Davis-Wilson,iphone 14 pro,1268.4919664333645,2023-08-24,east,Carol D.
218,  Alice Brown  ,Dell XPS 13,813.099785356349,2023-06-14,North,Carol D.
219,,Galaxy S23,328.0923127050468,2024-03-21,West,Bob S.
220,Mike O'Connor,IPHONE 14 PRO,857.3794557095991,2023-02-26,North,Alice J.
221,nan,Galaxy S23,944.6753437045345,2024-02-23,SOUTH,Alice J.
222,david.wilson@email.com,Samsung Galaxy S23,632.3485422832041,2023-03-02,North,Alice J.
223,John Smith,Samsung Galaxy S23,992.5094159445091,2023-07-09,West,Alice J.
224,BOB JOHNSON,Galaxy S23,1527.3080926102787,2023-08-14,West,Carol D.
225,david.wilson@email.com,Samsung Galaxy S23,26.94843526837076,2023-03-30,SOUTH,Bob S.
226,John Smith,Galaxy S23,1298.6616332854226,2023-02-08,SOUTH,Carol D.
227,  Alice Brown  ,iphone 14 pro,1015.9486273952624,2023-02-08,West,Bob S.
228,,iphone 14 pro,680.397560042529,2023-04-30,North,Alice J.
229,jane doe,IPHONE 14 PRO,294.22087165447107,2024-01-04,West,Bob S.
230,John Smith,Dell xps 13,1150.5360983114906,2023-01-18,West,Alice J.
231,nan,Samsung Galaxy S23,1335.1223367085756,2024-01-13,North,Bob S.
232,jane doe,iphone 14 pro,699.9885389080282,2023-06-23,West,Bob S.
233,david.wilson@email.com,Dell xps 13,355.0957800578621,2024-01-16,SOUTH,Alice J.
234,John Smith,iphone 14 pro,827.182674674845,2023-03-29,east,Alice J.
235,BOB JOHNSON,Dell XPS 13,1530.3739877908533,2024-01-19,West,Bob S.
236,John Smith,iphone 14 pro,1194.1366405851181,2023-01-03,West,Alice J.
237,Mike O'Connor,DELL XPS 13,1062.9883632993924,2023-05-18,east,Alice J.
238,  Alice Brown  ,iphone 14 pro,,2024-03-14,West,Carol D.
239,BOB JOHNSON,samsung galaxy s23,1119.500589490144,2024-03-19,West,Alice J.
240,,Dell xps 13,233.7703966284148,2023-03-01,SOUTH,Alice J.
241,jane doe,iPhone 14 Pro,664.9025092250822,2023-04-09,North,Carol D.
242,  Alice Brown  ,samsung galaxy s23,1038.231900559011,2023-06-10,North,Carol D.
243,david.wilson@email.com,Dell XPS 13,,2023-02-06,North,Bob S.
244,nan,Galaxy S23,1023.2009737147489,2023-05-31,east,Bob S.
245,Mike O'Connor,samsung galaxy s23,438.04923938512366,2023-09-12,east,Alice J.
246,nan,iPhone 14 Pro,738.7879296995936,2024-03-03,SOUTH,Alice J.
247,david.wilson@email.com,Dell XPS 13,679.1602666138654,2023-02-17,North,Alice J.
248,,Dell XPS 13,939.0638832191989,2023-02-25,east,Carol D.
249,Mike O'Connor,DELL XPS 13,999999.0,2023-04-21,SOUTH,Alice J.
250,david.wilson@email.com,Dell xps 13,1024.3071535690824,2023-12-09,North,Alice J.
251,david.wilson@email.com,Dell XPS 13,772.0819521407178,,North,Carol D.
252,BOB JOHNSON,DELL XPS 13,872.4799943883881,2023-06-21,North,Carol D.
253,  Alice Brown  ,Galaxy S23,553.0093328446886,2024-01-24,SOUTH,Carol D.
254,Mike O'Connor,IPHONE 14 PRO,1123.4242760807692,2024-01-19,east,Bob S.
255,  Alice Brown  ,DELL XPS 13,1194.873241057931,2023-07-22,east,Bob S.
256,david.wilson@email.com,Galaxy S23,762.3724200088432,2023-08-26,east,Bob S.
257,Carol Davis-Wilson,Samsung Galaxy S23,1051.4574392259922,2023-11-10,east,Carol D.
258,,samsung galaxy s23,830.5492350489344,2023-08-12,West,Alice J.
259,  Alice Brown  ,IPHONE 14 PRO,568.6093817013193,2023-04-12,SOUTH,Bob S.
260,BOB JOHNSON,samsung galaxy s23,1663.820574974252,2024-02-08,North,Carol D.
261,jane doe,iPhone 14 Pro,,2023-02-12,east,Alice J.
262,John Smith,iPhone 14 Pro,896.096432550064,2023-06-01,east,Carol D.
263,jane doe,iPhone 14 Pro,875.8403799864228,2023-02-28,West,Bob S.
264,jane doe,Dell XPS 13,836.6464819244296,2024-03-05,east,Bob S.
265,jane doe,Samsung Galaxy S23,554.1820872511291,2023-05-02,West,Carol D.
266,david.wilson@email.com,samsung galaxy s23,887.0173159996687,2023-11-09,North,Alice J.
267,Mike O'Connor,DELL XPS 13,548.344959032108,2023-04-27,SOUTH,Carol D.
268,BOB JOHNSON,samsung galaxy s23,687.7858469006061,2023-05-26,SOUTH,Carol D.
269,Carol Davis-Wilson,IPHONE 14 PRO,485.3496007516422,2023-02-08,West,Alice J.
270,BOB JOHNSON,samsung galaxy s23,1279.6552035702855,2023-03-13,east,Bob S.
271,Mike O'Connor,Galaxy S23,1323.1369878511302,2023-11-22,North,Carol D.
272,,Samsung Galaxy S23,855.567151116531,2024-03-17,West,Carol D.
273,BOB JOHNSON,iphone 14 pro,1256.4227701873865,2023-01-22,West,Alice J.
274,John Smith,DELL XPS 13,422.2856402943189,2023-08-05,North,Carol D.
275,david.wilson@email.com,Dell xps 13,893.450170817043,2023-07-12,east,Bob S.
276,,Samsung Galaxy S23,796.5857496006346,2023-12-21,east,Carol D.
277,jane doe,iphone 14 pro,1007.0483852052726,2024-02-03,North,Bob S.
278,jane doe,iphone 14 pro,860.8870565901211,2023-08-06,West,Carol D.
279,,Dell xps 13,1251.6238272226337,2024-02-28,North,Bob S.
280,  Alice Brown  ,samsung galaxy s23,963.1685711026529,2024-03-26,east,Carol D.
281,  Alice Brown  ,iPhone 14 Pro,,2023-03-18,east,Carol D.
282,,Galaxy S23,1125.1531619094394,2023-08-11,SOUTH,Carol D.
283,Mike O'Connor,iPhone 14 Pro,1112.7816690172463,2023-05-28,SOUTH,Bob S.
284,,Samsung Galaxy S23,688.2149834467381,2023-07-10,east,Bob S.
285,BOB JOHNSON,iPhone 14 Pro,971.9852799902986,2023-07-25,North,Carol D.
286,Mike O'Connor,DELL XPS 13,724.5879086372597,2023-11-01,east,Bob S.
287,nan,IPHONE 14 PRO,1095.822676135142,2023-06-23,West,Carol D.
288,jane doe,IPHONE 14 PRO,699.530693833306,2023-10-27,North,Alice J.
289,david.wilson@email.com,IPHONE 14 PRO,322.12586545603415,2023-04-16,east,Alice J.
290,  Alice Brown  ,Dell xps 13,923.6830794864507,2024-01-30,east,Carol D.
291,Mike O'Connor,iPhone 14 Pro,,2023-09-10,West,Carol D.
292,david.wilson@email.com,Galaxy S23,,2023-04-05,east,Carol D.
293,jane doe,Samsung Galaxy S23,781.3900872355293,2023-08-24,east,Alice J.
294,Carol Davis-Wilson,DELL XPS 13,625.4455793639136,2024-01-25,West,Alice J.
295,Carol Davis-Wilson,DELL XPS 13,622.2592847956397,2023-05-13,West,Alice J.
296,,samsung galaxy s23,619.3408293880367,2023-07-17,North,Carol D.
297,nan,Samsung Galaxy S23,1082.8207177136437,2024-01-26,east,Alice J.
298,Carol Davis-Wilson,Samsung Galaxy S23,814.717177374837,2023-06-10,SOUTH,Bob S.
299,Mike O'Connor,IPHONE 14 PRO,445.5038291458505,2023-06-20,SOUTH,Alice J.
300,Mike O'Connor,Samsung Galaxy S23,958.4972195781694,2023-01-30,North,Bob S.
301,Mike O'Connor,iphone 14 pro,,,SOUTH,Carol D.
302,nan,iPhone 14 Pro,821.2333202593189,2024-03-17,east,Carol D.
303,jane doe,Dell XPS 13,738.183952879675,2023-07-10,North,Alice J.
304,david.wilson@email.com,Samsung Galaxy S23,379.2615953796304,2023-12-10,SOUTH,Carol D.
305,  Alice Brown  ,Samsung Galaxy S23,1129.9644202221448,2024-03-25,SOUTH,Bob S.
306,  Alice Brown  ,IPHONE 14 PRO,673.7761064253511,2023-10-31,North,Alice J.
307,  Alice Brown  ,DELL XPS 13,,2023-05-20,West,Carol D.
308,Mike O'Connor,DELL XPS 13,832.3622602826168,2023-05-13,North,Alice J.
309,jane doe,samsung galaxy s23,124.32008563267823,2023-07-23,east,Alice J.
310,  Alice Brown  ,Dell xps 13,897.200791060306,2024-02-08,east,Bob S.
311,nan,iPhone 14 Pro,853.4231567917658,2023-09-18,east,Alice J.
312,nan,iPhone 14 Pro,619.5732826461281,2023-03-24,east,Alice J.
313,Mike O'Connor,DELL XPS 13,760.2843125041945,2023-05-06,SOUTH,Alice J.
314,  Alice Brown  ,DELL XPS 13,599.5137450929681,2023-03-01,North,Bob S.
315,,iPhone 14 Pro,941.4943207752927,2024-03-15,east,Bob S.
316,  Alice Brown  ,samsung galaxy s23,50000.0,2023-07-18,east,Carol D.
317,BOB JOHNSON,IPHONE 14 PRO,851.0467310410363,2024-03-22,SOUTH,Alice J.
318,John Smith,DELL XPS 13,120.84582668173539,2023-01-24,SOUTH,Bob S.
319,John Smith,Dell xps 13,733.4245897140232,2023-03-12,east,Carol D.
320,Mike O'Connor,iPhone 14 Pro,,2023-10-01,West,Alice J.
321,BOB JOHNSON,Samsung Galaxy S23,,2023-05-08,SOUTH,Alice J.
322,david.wilson@email.com,Galaxy S23,811.3914319328818,2023-03-28,SOUTH,Alice J.
323,jane doe,DELL XPS 13,,2023-09-02,West,Alice J.
324,  Alice Brown  ,Dell xps 13,630.0181179502646,2023-06-24,east,Alice J.
325,BOB JOHNSON,samsung galaxy s23,487.0536431134787,2023-10-30,east,Alice J.
326,nan,iphone 14 pro,625.8658756048113,2023-04-27,east,Alice J.
327,,Dell xps 13,849.5361947991272,2023-09-05,West,Carol D.
328,Carol Davis-Wilson,Dell xps 13,968.0554746309924,2023-06-24,SOUTH,Alice J.
329,BOB JOHNSON,samsung galaxy s23,233.44843085385833,2023-05-15,SOUTH,Bob S.
330,david.wilson@email.com,Dell xps 13,399.8257165993315,2023-09-12,SOUTH,Alice J.
